x,y,f,u,ue,e
0.28125,0.34375,6.2823119939,0.6774630401,0.6778281064,-0.0003650663
0.3125,0.34375,-14.4745788667,0.7338799878,0.7332907317,0.0005892561
0.34375,0.34375,-35.0920716202,0.78322927,0.7816913665,0.0015379035
0.375,0.34375,-16.0832903077,0.8154437517,0.8147890054,0.0006547463
0.40625,0.34375,3.0803818825,0.8398050642,0.8400397808,-0.0002347166
0.4375,0.34375,-17.0739299217,0.8656704695,0.8649753945,0.0006950749
0.46875,0.34375,-37.0638104473,0.8831989949,0.8815808224,0.0016181725
0.5,0.34375,-17.4084279841,0.8826299566,0.8819212643,0.0007086922
0.53125,0.34375,2.4146071571,0.8735607093,0.8737683224,-0.0002076131
0.5625,0.34375,-17.0739299217,0.8656704695,0.8649753945,0.0006950749
0.59375,0.34375,-36.3980357218,0.8494433498,0.8478522808,0.001591069
0.625,0.34375,-16.0832903077,0.8154437517,0.8147890054,0.0006547463
0.65625,0.34375,4.3863459842,0.7735909845,0.7738788665,-0.000287882
0.6875,0.34375,-14.4745788667,0.7338799878,0.7332907317,0.0005892561
0.71875,0.34375,-33.1961056105,0.6871013257,0.6856406064,0.0014607193
0.75,0.34375,-12.3096174773,0.6241136276,0.6236125065,0.0005011211
0.78125,0.34375,8.6954190012,0.5551153741,0.5555786773,-0.0004633032
0.8125,0.34375,-9.6716043916,0.4903629307,0.4899692023,0.0003937283
0.84375,0.34375,-27.9454849471,0.4208880241,0.4196410562,0.001246968
0.875,0.34375,-6.661916973,0.3377678613,0.3374966565,0.0002712048
0.90625,0.34375,14.6858089033,0.2513948093,0.2521019796,-0.0007071703
0.9375,0.34375,-3.3962158212,0.1721925625,0.1720543035,0.000138259
0.96875,0.34375,-21.4455331308,0.0913320071,0.0903496503,0.0009823568
1,0.34375,-4.08E-14,1E-16,1E-16,0
0,0.375,0,0,0,0
0.03125,0.375,-1.7875043802,0.0906287986,0.0905560298,7.27688041298E-05
0.0625,0.375,-3.5577941161,0.1803847923,0.1802399555,0.0001448368
0.09375,0.375,-5.2938203498,0.2684035819,0.2681880719,0.0002155099
0.125,0.375,-6.9788641996,0.3538374982,0.3535533906,0.0002841076
0.15625,0.375,-8.5966977722,0.435863766,0.4355137968,0.0003499692
0.1875,0.375,-10.1317404457,0.5136924275,0.5132799672,0.0004124603
0.21875,0.375,-11.5692089202,0.5865739501,0.5861029708,0.0004709793
0.25,0.375,-12.8952595884,0.6538064449,0.6532814824,0.0005249624
0.28125,0.375,-14.0971218576,0.7147424262,0.7141685363,0.0005738899
0.3125,0.375,-15.1632211369,0.7687950472,0.7681777567,0.0006172905
0.34375,0.375,-16.0832903077,0.8154437517,0.8147890054,0.0006547463
0.375,0.375,-16.8484686007,0.854239287,0.8535533906,0.0006858965
0.40625,0.375,-17.4513869309,0.8848080311,0.88409759,0.0007104411
0.4375,0.375,-17.8862388649,0.9068555901,0.9061274464,0.0007281438
0.46875,0.375,-18.1488365411,0.9201696341,0.9194308,0.0007388341
0.5,0.375,-18.2366510003,0.9246219415,0.9238795325,0.000742409
0.53125,0.375,-18.1488365411,0.9201696341,0.9194308,0.0007388341
0.5625,0.375,-17.8862388649,0.9068555901,0.9061274464,0.0007281438
0.59375,0.375,-17.4513869309,0.8848080311,0.88409759,0.0007104411
0.625,0.375,-16.8484686007,0.854239287,0.8535533906,0.0006858965
0.65625,0.375,-16.0832903077,0.8154437517,0.8147890054,0.0006547463
0.6875,0.375,-15.1632211369,0.7687950472,0.7681777567,0.0006172905
0.71875,0.375,-14.0971218576,0.7147424262,0.7141685363,0.0005738899
0.75,0.375,-12.8952595884,0.6538064449,0.6532814824,0.0005249624
0.78125,0.375,-11.5692089202,0.5865739501,0.5861029708,0.0004709793
0.8125,0.375,-10.1317404457,0.5136924275,0.5132799672,0.0004124603
0.84375,0.375,-8.5966977722,0.435863766,0.4355137968,0.0003499692
0.875,0.375,-6.9788641996,0.3538374982,0.3535533906,0.0002841076
0.90625,0.375,-5.2938203498,0.2684035819,0.2681880719,0.0002155099
0.9375,0.375,-3.5577941161,0.1803847923,0.1802399555,0.0001448368
0.96875,0.375,-1.7875043802,0.0906287986,0.0905560298,7.27688041484E-05
1,0.375,-2.2E-15,1E-16,1E-16,0
0,0.40625,0,0,0,0
0.03125,0.40625,-21.5906785897,0.0986910708,0.0977028052,0.0009882656
0.0625,0.40625,-3.6851089089,0.186839818,0.1866897982,0.0001500198
0.09375,0.40625,14.2559503853,0.2731891957,0.2738788665,-0.0006896709
0.125,0.40625,-7.228601149,0.3664994866,0.3662052122,0.0002942743
0.15625,0.40625,-28.6435373026,0.4562801871,0.4550048016,0.0012753855
0.1875,0.40625,-10.4943023008,0.5320747854,0.5316475653,0.0004272201
0.21875,0.40625,7.7559985689,0.6027452127,0.6031702723,-0.0004250596
0.25,0.40625,-13.3567133005,0.6772027487,0.6766590006,0.0005437481
0.28125,0.40625,-34.3407927193,0.7451384519,0.7436311328,0.0015073192
0.3125,0.40625,-15.7058332985,0.79630619,0.7956668099,0.0006393801
0.34375,0.40625,3.0803818825,0.8398050642,0.8400397808,-0.0002347166
0.375,0.40625,-17.4513869309,0.8848080311,0.88409759,0.0007104411
0.40625,0.40625,-37.8150893482,0.921289813,0.9196410562,0.0016487568
0.4375,0.40625,-18.5262935503,0.9393071957,0.9385529955,0.0007542002
0.46875,0.40625,0.940920582,0.9482785367,0.9484261565,-0.0001476197
0.5,0.40625,-18.8892450982,0.9577093116,0.9569403357,0.0007689759
0.53125,0.40625,-38.5374970223,0.9579168223,0.9562386565,0.0016781658
0.5625,0.40625,-18.5262935503,0.9393071957,0.9385529955,0.0007542002
0.59375,0.40625,1.6633282561,0.9116515274,0.9118285562,-0.0001770287
0.625,0.40625,-17.4513869309,0.8848080311,0.88409759,0.0007104411
0.65625,0.40625,-36.3980357218,0.8494433498,0.8478522808,0.001591069
0.6875,0.40625,-15.7058332985,0.79630619,0.7956668099,0.0006393801
0.71875,0.40625,5.1376248851,0.7355001664,0.7358186328,-0.0003184664
0.75,0.40625,-13.3567133005,0.6772027487,0.6766590006,0.0005437481
0.78125,0.40625,-31.7224190354,0.6123834982,0.6109827723,0.0014007259
0.8125,0.40625,-10.4943023008,0.5320747854,0.5316475653,0.0004272201
0.84375,0.40625,10.8348803018,0.4466419016,0.4471923016,-0.0005504
0.875,0.40625,-7.228601149,0.3664994866,0.3662052122,0.0002942743
0.90625,0.40625,-25.2224672191,0.2828274812,0.2816913665,0.0011361147
0.9375,0.40625,-3.6851089089,0.186839818,0.1866897982,0.0001500198
0.96875,0.40625,17.8877390147,0.0890527852,0.0898903052,-0.00083752
1,0.40625,3.64E-14,1E-16,1E-16,0
0,0.4375,0,0,0,0
0.03125,0.4375,-1.8976045286,0.0962110194,0.0961337685,0.000077251
0.0625,0.4375,-3.7769340883,0.1914954741,0.1913417162,0.0001537579
0.09375,0.4375,-5.619889708,0.2849357227,0.2847069386,0.0002287841
0.125,0.4375,-7.4087227177,0.3756318846,0.3753302775,0.000301607
0.15625,0.4375,-9.1262056776,0.462710506,0.4623389807,0.0003715253
0.1875,0.4375,-10.7557982879,0.5453329723,0.5448951068,0.0004378655
0.21875,0.4375,-12.281806681,0.622703584,0.6222035951,0.0004999889
0.25,0.4375,-13.6895345619,0.6940772198,0.6935199227,0.0005572971
0.28125,0.4375,-14.9654247414,0.7587665125,0.7581572743,0.0006092383
0.3125,0.4375,-16.0971896998,0.8161484689,0.8154931568,0.0006553121
0.34375,0.4375,-17.0739299217,0.8656704695,0.8649753945,0.0006950749
0.375,0.4375,-17.8862388649,0.9068555901,0.9061274464,0.0007281438
0.40625,0.4375,-18.5262935503,0.9393071957,0.9385529955,0.0007542002
0.4375,0.4375,-18.9879299012,0.9627127596,0.9619397663,0.0007729933
0.46875,0.4375,-19.2667021074,0.9768468733,0.9760625312,0.0007843421
0.5,0.4375,-19.35992544,0.9815734176,0.9807852804,0.0007881372
0.53125,0.4375,-19.2667021074,0.9768468733,0.9760625312,0.0007843421
0.5625,0.4375,-18.9879299012,0.9627127596,0.9619397663,0.0007729933
0.59375,0.4375,-18.5262935503,0.9393071957,0.9385529955,0.0007542002
0.625,0.4375,-17.8862388649,0.9068555901,0.9061274464,0.0007281438
0.65625,0.4375,-17.0739299217,0.8656704695,0.8649753945,0.0006950749
0.6875,0.4375,-16.0971896998,0.8161484689,0.8154931568,0.0006553121
0.71875,0.4375,-14.9654247414,0.7587665125,0.7581572743,0.0006092383
0.75,0.4375,-13.6895345619,0.6940772198,0.6935199227,0.0005572971
0.78125,0.4375,-12.281806681,0.622703584,0.6222035951,0.0004999889
0.8125,0.4375,-10.7557982879,0.5453329723,0.5448951068,0.0004378655
0.84375,0.4375,-9.1262056776,0.462710506,0.4623389807,0.0003715253
0.875,0.4375,-7.4087227177,0.3756318846,0.3753302775,0.000301607
0.90625,0.4375,-5.619889708,0.2849357227,0.2847069386,0.0002287841
0.9375,0.4375,-3.7769340883,0.1914954741,0.1913417162,0.0001537579
0.96875,0.4375,-1.8976045286,0.0962110194,0.0961337685,0.000077251
1,0.4375,-2.4E-15,1E-16,1E-16,0
0,0.46875,0,0,0,0
0.03125,0.46875,17.8137445014,0.0928044033,0.093638911,-0.0008345077
0.0625,0.46875,-3.8323853278,0.1943069241,0.1941509088,0.0001560153
0.09375,0.46875,-25.4416071913,0.293938163,0.2927931272,0.0011450358
0.125,0.46875,-7.5174942366,0.3811467421,0.380840707,0.0003060351
0.15625,0.46875,10.479016297,0.4646846698,0.4652205827,-0.0005359129
0.1875,0.46875,-10.9137100578,0.5533393046,0.5528950105,0.0004442941
0.21875,0.46875,-32.2013314187,0.6366649794,0.6352447571,0.0014202223
0.25,0.46875,-13.890518122,0.7042673479,0.7037018688,0.0005654791
0.28125,0.46875,4.5540684576,0.7650872368,0.7653819467,-0.00029471
0.3125,0.46875,-16.3335213646,0.8281307919,0.8274658589,0.0006649331
0.34375,0.46875,-37.0638104473,0.8831989949,0.8815808224,0.0016181725
0.375,0.46875,-18.1488365411,0.9201696341,0.9194308,0.0007388341
0.40625,0.46875,0.940920582,0.9482785367,0.9484261565,-0.0001476197
0.4375,0.46875,-19.2667021074,0.9768468733,0.9760625312,0.0007843421
0.46875,0.46875,-39.2887759233,0.9960076404,0.9942988902,0.0017087502
0.5,0.46875,-19.6441591165,0.9959844349,0.9951847267,0.0007997082
0.53125,0.46875,0.1896416811,0.9863693548,0.9864863902,-0.0001170354
0.5625,0.46875,-19.2667021074,0.9768468733,0.9760625312,0.0007843421
0.59375,0.46875,-38.5374970223,0.9579168223,0.9562386565,0.0016781658
0.625,0.46875,-18.1488365411,0.9201696341,0.9194308,0.0007388341
0.65625,0.46875,2.4146071571,0.8735607093,0.8737683224,-0.0002076131
0.6875,0.46875,-16.3335213646,0.8281307919,0.8274658589,0.0006649331
0.71875,0.46875,-34.9243491468,0.7747255223,0.7731944467,0.0015310756
0.75,0.46875,-13.890518122,0.7042673479,0.7037018688,0.0005654791
0.78125,0.46875,7.2770861856,0.6270266939,0.6274322571,-0.0004055632
0.8125,0.46875,-10.9137100578,0.5533393046,0.5528950105,0.0004442941
0.84375,0.46875,-28.9994013074,0.4743229553,0.4730330827,0.0012898726
0.875,0.46875,-7.5174942366,0.3811467421,0.380840707,0.0003060351
0.90625,0.46875,14.0368104131,0.2842998775,0.2849806272,-0.0006807497
0.9375,0.46875,-3.8323853278,0.1943069241,0.1941509088,0.0001560153
0.96875,0.46875,-21.664673103,0.1024426889,0.101451411,0.0009912779
1,0.46875,-4.11E-14,1E-16,1E-16,0
0,0.5,0,0,0,0
0.03125,0.5,-1.9347807992,0.0980959047,0.0980171403,7.87643860176E-05
0.0625,0.5,-3.8509286016,0.1952470922,0.195090322,0.0001567702
0.09375,0.5,-5.7299898564,0.2905179435,0.2902846773,0.0002332663
0.125,0.5,-7.5538681766,0.3829909482,0.3826834324,0.0003075159
0.15625,0.5,-9.3049986169,0.4717755407,0.4713967368,0.0003788039
0.1875,0.5,-10.9665168338,0.5560166769,0.555570233,0.0004464438
0.21875,0.5,-12.5224214988,0.6349030684,0.6343932842,0.0005097843
0.25,0.5,-13.9577283993,0.7076749964,0.7071067812,0.0005682152
0.28125,0.5,-15.2586147452,0.7736316273,0.7730104534,0.0006211739
0.3125,0.5,-16.4125522899,0.8321377627,0.8314696123,0.0006681504
0.34375,0.5,-17.4084279841,0.8826299566,0.8819212643,0.0007086922
0.375,0.5,-18.2366510003,0.9246219415,0.9238795325,0.000742409
0.40625,0.5,-18.8892450982,0.9577093116,0.9569403357,0.0007689759
0.4375,0.5,-19.35992544,0.9815734176,0.9807852804,0.0007881372
0.46875,0.5,-19.6441591165,0.9959844349,0.9951847267,0.0007997082
0.5,0.5,-19.7392088022,1.0008035777,1,0.0008035777
0.53125,0.5,-19.6441591165,0.9959844349,0.9951847267,0.0007997082
0.5625,0.5,-19.35992544,0.9815734176,0.9807852804,0.0007881372
0.59375,0.5,-18.8892450982,0.9577093116,0.9569403357,0.0007689759
0.625,0.5,-18.2366510003,0.9246219415,0.9238795325,0.000742409
0.65625,0.5,-17.4084279841,0.8826299566,0.8819212643,0.0007086922
0.6875,0.5,-16.4125522899,0.8321377627,0.8314696123,0.0006681504
0.71875,0.5,-15.2586147452,0.7736316273,0.7730104534,0.0006211739
0.75,0.5,-13.9577283993,0.7076749964,0.7071067812,0.0005682152
0.78125,0.5,-12.5224214988,0.6349030684,0.6343932842,0.0005097843
0.8125,0.5,-10.9665168338,0.5560166769,0.555570233,0.0004464438
0.84375,0.5,-9.3049986169,0.4717755407,0.4713967368,0.0003788039
0.875,0.5,-7.5538681766,0.3829909482,0.3826834324,0.0003075159
0.90625,0.5,-5.7299898564,0.2905179435,0.2902846773,0.0002332663
0.9375,0.5,-3.8509286016,0.1952470922,0.195090322,0.0001567702
0.96875,0.5,-1.9347807992,0.0980959047,0.0980171403,7.87643860373E-05
1,0.5,-2.4E-15,1E-16,1E-16,0
0,0.53125,0,0,0,0
0.03125,0.53125,-21.664673103,0.1024426889,0.101451411,0.0009912779
0.0625,0.53125,-3.8323853278,0.1943069241,0.1941509088,0.0001560153
0.09375,0.53125,14.0368104131,0.2842998775,0.2849806272,-0.0006807497
0.125,0.53125,-7.5174942366,0.3811467421,0.380840707,0.0003060351
0.15625,0.53125,-28.9994013074,0.4743229553,0.4730330827,0.0012898726
0.1875,0.53125,-10.9137100578,0.5533393046,0.5528950105,0.0004442941
0.21875,0.53125,7.2770861856,0.6270266939,0.6274322571,-0.0004055632
0.25,0.53125,-13.890518122,0.7042673479,0.7037018688,0.0005654791
0.28125,0.53125,-34.9243491468,0.7747255223,0.7731944467,0.0015310756
0.3125,0.53125,-16.3335213646,0.8281307919,0.8274658589,0.0006649331
0.34375,0.53125,2.4146071571,0.8735607093,0.8737683224,-0.0002076131
0.375,0.53125,-18.1488365411,0.9201696341,0.9194308,0.0007388341
0.40625,0.53125,-38.5374970223,0.9579168223,0.9562386565,0.0016781658
0.4375,0.53125,-19.2667021074,0.9768468733,0.9760625312,0.0007843421
0.46875,0.53125,0.1896416811,0.9863693548,0.9864863902,-0.0001170354
0.5,0.53125,-19.6441591165,0.9959844349,0.9951847267,0.0007997082
0.53125,0.53125,-39.2887759233,0.9960076404,0.9942988902,0.0017087502
0.5625,0.53125,-19.2667021074,0.9768468733,0.9760625312,0.0007843421
0.59375,0.53125,0.940920582,0.9482785367,0.9484261565,-0.0001476197
0.625,0.53125,-18.1488365411,0.9201696341,0.9194308,0.0007388341
0.65625,0.53125,-37.0638104473,0.8831989949,0.8815808224,0.0016181725
0.6875,0.53125,-16.3335213646,0.8281307919,0.8274658589,0.0006649331
0.71875,0.53125,4.5540684576,0.7650872368,0.7653819467,-0.00029471
0.75,0.53125,-13.890518122,0.7042673479,0.7037018688,0.0005654791
0.78125,0.53125,-32.2013314187,0.6366649794,0.6352447571,0.0014202223
0.8125,0.53125,-10.9137100578,0.5533393046,0.5528950105,0.0004442941
0.84375,0.53125,10.479016297,0.4646846698,0.4652205827,-0.0005359129
0.875,0.53125,-7.5174942366,0.3811467421,0.380840707,0.0003060351
0.90625,0.53125,-25.4416071913,0.293938163,0.2927931272,0.0011450358
0.9375,0.53125,-3.8323853278,0.1943069241,0.1941509088,0.0001560153
0.96875,0.53125,17.8137445014,0.0928044033,0.093638911,-0.0008345077
1,0.53125,3.63E-14,1E-16,1E-16,0
0,0.5625,0,0,0,0
0.03125,0.5625,-1.8976045286,0.0962110194,0.0961337685,0.000077251
0.0625,0.5625,-3.7769340883,0.1914954741,0.1913417162,0.0001537579
0.09375,0.5625,-5.619889708,0.2849357227,0.2847069386,0.0002287841
0.125,0.5625,-7.4087227177,0.3756318846,0.3753302775,0.000301607
0.15625,0.5625,-9.1262056776,0.462710506,0.4623389807,0.0003715253
0.1875,0.5625,-10.7557982879,0.5453329723,0.5448951068,0.0004378655
0.21875,0.5625,-12.281806681,0.622703584,0.6222035951,0.0004999889
0.25,0.5625,-13.6895345619,0.6940772198,0.6935199227,0.0005572971
0.28125,0.5625,-14.9654247414,0.7587665125,0.7581572743,0.0006092383
0.3125,0.5625,-16.0971896998,0.8161484689,0.8154931568,0.0006553121
0.34375,0.5625,-17.0739299217,0.8656704695,0.8649753945,0.0006950749
0.375,0.5625,-17.8862388649,0.9068555901,0.9061274464,0.0007281438
0.40625,0.5625,-18.5262935503,0.9393071957,0.9385529955,0.0007542002
0.4375,0.5625,-18.9879299012,0.9627127596,0.9619397663,0.0007729933
0.46875,0.5625,-19.2667021074,0.9768468733,0.9760625312,0.0007843421
0.5,0.5625,-19.35992544,0.9815734176,0.9807852804,0.0007881372
0.53125,0.5625,-19.2667021074,0.9768468733,0.9760625312,0.0007843421
0.5625,0.5625,-18.9879299012,0.9627127596,0.9619397663,0.0007729933
0.59375,0.5625,-18.5262935503,0.9393071957,0.9385529955,0.0007542002
0.625,0.5625,-17.8862388649,0.9068555901,0.9061274464,0.0007281438
0.65625,0.5625,-17.0739299217,0.8656704695,0.8649753945,0.0006950749
0.6875,0.5625,-16.0971896998,0.8161484689,0.8154931568,0.0006553121
0.71875,0.5625,-14.9654247414,0.7587665125,0.7581572743,0.0006092383
0.75,0.5625,-13.6895345619,0.6940772198,0.6935199227,0.0005572971
0.78125,0.5625,-12.281806681,0.622703584,0.6222035951,0.0004999889
0.8125,0.5625,-10.7557982879,0.5453329723,0.5448951068,0.0004378655
0.84375,0.5625,-9.1262056776,0.462710506,0.4623389807,0.0003715253
0.875,0.5625,-7.4087227177,0.3756318846,0.3753302775,0.000301607
0.90625,0.5625,-5.619889708,0.2849357227,0.2847069386,0.0002287841
0.9375,0.5625,-3.7769340883,0.1914954741,0.1913417162,0.0001537579
0.96875,0.5625,-1.8976045286,0.0962110194,0.0961337685,0.000077251
1,0.5625,-2.4E-15,1E-16,1E-16,0
0,0.59375,0,0,0,0
0.03125,0.59375,17.8877390147,0.0890527852,0.0898903052,-0.00083752
0.0625,0.59375,-3.6851089089,0.186839818,0.1866897982,0.0001500198
0.09375,0.59375,-25.2224672191,0.2828274812,0.2816913665,0.0011361147
0.125,0.59375,-7.228601149,0.3664994866,0.3662052122,0.0002942743
0.15625,0.59375,10.8348803018,0.4466419016,0.4471923016,-0.0005504
0.1875,0.59375,-10.4943023008,0.5320747854,0.5316475653,0.0004272201
0.21875,0.59375,-31.7224190354,0.6123834982,0.6109827723,0.0014007259
0.25,0.59375,-13.3567133005,0.6772027487,0.6766590006,0.0005437481
0.28125,0.59375,5.1376248851,0.7355001664,0.7358186328,-0.0003184664
0.3125,0.59375,-15.7058332985,0.79630619,0.7956668099,0.0006393801
0.34375,0.59375,-36.3980357218,0.8494433498,0.8478522808,0.001591069
0.375,0.59375,-17.4513869309,0.8848080311,0.88409759,0.0007104411
0.40625,0.59375,1.6633282561,0.9116515274,0.9118285562,-0.0001770287
0.4375,0.59375,-18.5262935503,0.9393071957,0.9385529955,0.0007542002
0.46875,0.59375,-38.5374970223,0.9579168223,0.9562386565,0.0016781658
0.5,0.59375,-18.8892450982,0.9577093116,0.9569403357,0.0007689759
0.53125,0.59375,0.940920582,0.9482785367,0.9484261565,-0.0001476197
0.5625,0.59375,-18.5262935503,0.9393071957,0.9385529955,0.0007542002
0.59375,0.59375,-37.8150893482,0.921289813,0.9196410562,0.0016487568
0.625,0.59375,-17.4513869309,0.8848080311,0.88409759,0.0007104411
0.65625,0.59375,3.0803818825,0.8398050642,0.8400397808,-0.0002347166
0.6875,0.59375,-15.7058332985,0.79630619,0.7956668099,0.0006393801
0.71875,0.59375,-34.3407927193,0.7451384519,0.7436311328,0.0015073192
0.75,0.59375,-13.3567133005,0.6772027487,0.6766590006,0.0005437481
0.78125,0.59375,7.7559985689,0.6027452127,0.6031702723,-0.0004250596
0.8125,0.59375,-10.4943023008,0.5320747854,0.5316475653,0.0004272201
0.84375,0.59375,-28.6435373026,0.4562801871,0.4550048016,0.0012753855
0.875,0.59375,-7.228601149,0.3664994866,0.3662052122,0.0002942743
0.90625,0.59375,14.2559503853,0.2731891957,0.2738788665,-0.0006896709
0.9375,0.59375,-3.6851089089,0.186839818,0.1866897982,0.0001500198
0.96875,0.59375,-21.5906785897,0.0986910708,0.0977028052,0.0009882656
1,0.59375,-4.1E-14,1E-16,1E-16,0
0,0.625,0,0,0,0
0.03125,0.625,-1.7875043802,0.0906287986,0.0905560298,7.27688041351E-05
0.0625,0.625,-3.5577941161,0.1803847923,0.1802399555,0.0001448368
0.09375,0.625,-5.2938203498,0.2684035819,0.2681880719,0.0002155099
0.125,0.625,-6.9788641996,0.3538374982,0.3535533906,0.0002841076
0.15625,0.625,-8.5966977722,0.435863766,0.4355137968,0.0003499692
0.1875,0.625,-10.1317404457,0.5136924275,0.5132799672,0.0004124603
0.21875,0.625,-11.5692089202,0.5865739501,0.5861029708,0.0004709793
0.25,0.625,-12.8952595884,0.6538064449,0.6532814824,0.0005249624
0.28125,0.625,-14.0971218576,0.7147424262,0.7141685363,0.0005738899
0.3125,0.625,-15.1632211369,0.7687950472,0.7681777567,0.0006172905
0.34375,0.625,-16.0832903077,0.8154437517,0.8147890054,0.0006547463
0.375,0.625,-16.8484686007,0.854239287,0.8535533906,0.0006858965
0.40625,0.625,-17.4513869309,0.8848080311,0.88409759,0.0007104411
0.4375,0.625,-17.8862388649,0.9068555901,0.9061274464,0.0007281438
0.46875,0.625,-18.1488365411,0.9201696341,0.9194308,0.0007388341
0.5,0.625,-18.2366510003,0.9246219415,0.9238795325,0.000742409
0.53125,0.625,-18.1488365411,0.9201696341,0.9194308,0.0007388341
0.5625,0.625,-17.8862388649,0.9068555901,0.9061274464,0.0007281438
0.59375,0.625,-17.4513869309,0.8848080311,0.88409759,0.0007104411
0.625,0.625,-16.8484686007,0.854239287,0.8535533906,0.0006858965
0.65625,0.625,-16.0832903077,0.8154437517,0.8147890054,0.0006547463
0.6875,0.625,-15.1632211369,0.7687950472,0.7681777567,0.0006172905
0.71875,0.625,-14.0971218576,0.7147424262,0.7141685363,0.0005738899
0.75,0.625,-12.8952595884,0.6538064449,0.6532814824,0.0005249624
0.78125,0.625,-11.5692089202,0.5865739501,0.5861029708,0.0004709793
0.8125,0.625,-10.1317404457,0.5136924275,0.5132799672,0.0004124603
0.84375,0.625,-8.5966977722,0.435863766,0.4355137968,0.0003499692
0.875,0.625,-6.9788641996,0.3538374982,0.3535533906,0.0002841076
0.90625,0.625,-5.2938203498,0.2684035819,0.2681880719,0.0002155099
0.9375,0.625,-3.5577941161,0.1803847923,0.1802399555,0.0001448368
0.96875,0.625,-1.7875043802,0.0906287986,0.0905560298,7.2768804153E-05
1,0.625,-2.2E-15,1E-16,1E-16,0
0,0.65625,0,0,0,0
0.03125,0.65625,-21.4455331308,0.0913320071,0.0903496503,0.0009823568
0.0625,0.65625,-3.3962158212,0.1721925625,0.1720543035,0.000138259
0.09375,0.65625,14.6858089033,0.2513948093,0.2521019796,-0.0007071703
0.125,0.65625,-6.661916973,0.3377678613,0.3374966565,0.0002712048
0.15625,0.65625,-27.9454849471,0.4208880241,0.4196410562,0.001246968
0.1875,0.65625,-9.6716043916,0.4903629307,0.4899692023,0.0003937283
0.21875,0.65625,8.6954190012,0.5551153741,0.5555786773,-0.0004633032
0.25,0.65625,-12.3096174773,0.6241136276,0.6236125065,0.0005011211
0.28125,0.65625,-33.1961056105,0.6871013257,0.6856406064,0.0014607193
0.3125,0.65625,-14.4745788667,0.7338799878,0.7332907317,0.0005892561
0.34375,0.65625,4.3863459842,0.7735909845,0.7738788665,-0.000287882
0.375,0.65625,-16.0832903077,0.8154437517,0.8147890054,0.0006547463
0.40625,0.65625,-36.3980357218,0.8494433498,0.8478522808,0.001591069
0.4375,0.65625,-17.0739299217,0.8656704695,0.8649753945,0.0006950749
0.46875,0.65625,2.4146071571,0.8735607093,0.8737683224,-0.0002076131
0.5,0.65625,-17.4084279841,0.8826299566,0.8819212643,0.0007086922
0.53125,0.65625,-37.0638104473,0.8831989949,0.8815808224,0.0016181725
0.5625,0.65625,-17.0739299217,0.8656704695,0.8649753945,0.0006950749
0.59375,0.65625,3.0803818825,0.8398050642,0.8400397808,-0.0002347166
0.625,0.65625,-16.0832903077,0.8154437517,0.8147890054,0.0006547463
0.65625,0.65625,-35.0920716202,0.78322927,0.7816913665,0.0015379035
0.6875,0.65625,-14.4745788667,0.7338799878,0.7332907317,0.0005892561
0.71875,0.65625,6.2823119939,0.6774630401,0.6778281064,-0.0003650663
0.75,0.65625,-12.3096174773,0.6241136276,0.6236125065,0.0005011211
0.78125,0.65625,-30.7829986031,0.5647536596,0.5633911773,0.0013624824
0.8125,0.65625,-9.6716043916,0.4903629307,0.4899692023,0.0003937283
0.84375,0.65625,11.5329326572,0.4112497386,0.4118285562,-0.0005788176
